ano,sigla_uf,id_municipio,rede,id_escola,id_orgao_regional,tipo_situacao_funcionamento,data_ano_letivo_inicio,data_ano_letivo_termino,tipo_localizacao,tipo_categoria_escola_privada,conveniada_poder_publico,tipo_convenio_poder_publico,mantenedora_escola_privada_emp,mantenedora_escola_privada_ong,mantenedora_escola_privada_sind,mantenedora_escola_privada_sist_s,mantenedora_escola_privada_s_fins,tipo_regulamentacao,local_func_predio_escolar,local_func_salas_empresa,local_func_socioeducativo,local_func_predio_compartilhado,local_func_unid_prisional,local_func_templo_igreja,local_func_casa_professor,tipo_ocupacao_galpao,local_func_outros,local_func_salas_outra_esc,agua_potavel,agua_rede_publica,agua_poco_artesiano,agua_cacimba,agua_fonte_rio,agua_inexistente,energia_rede_publica,energia_gerador,energia_outros,energia_inexistente,esgoto_rede_publica,esgoto_fossa,esgoto_inexistente,lixo_servico_coleta,lixo_queima,lixo_descarta_outra_area,tratamento_lixo_reciclagem,lixo_enterra,lixo_outros,sala_diretoria,sala_professor,laboratorio_informatica,laboratorio_ciencias,sala_atendimento_especial,quadra_esportes,quadra_esportes_coberta,quadra_esportes_descoberta,cozinha,biblioteca,sala_leitura,parque_infantil,bercario,banheiro_fora_predio,banheiro_dentro_predio,banheiro_ei,banheiro_pne,dependencias_pne,secretaria,banheiro_chuveiro,refeitorio,despensa,almoxarifado,auditorio,patio_coberto,patio_descoberto,alojamento_aluno,alojamento_professor,area_verde,lavanderia,dependencias_outras,quantidade_salas_utilizadas,quantidade_salas_existentes,equipamento_tv,quantidade_equipamento_tv,equipamento_videocassete,quantidade_equipamento_videocassete,equipamento_dvd,quantidade_equipamento_dvd,equipamento_parabolica,equipamento_copiadora,quantidade_equipamento_copiadora,equipamento_retroprojetor,equipamento_impressora,quantidade_equipamento_impressora,equipamento_som,quantidade_equipamento_som,equipamento_multimidia,quantidade_equipamento_multimidia,equipamento_fax,equipamento_foto,quantidade_computador,quantidade_comp_administrativo,quantidade_comp_aluno,internet,banda_larga,quantidade_funcionarios,alimentacao,tipo_atendimento_educacional_especial,tipo_atividade_complementar,regular,comum_creche,comum_pre,comum_fund_ai,comum_fund_af,comum_medio_medio,comum_medio_integrado,comum_medio_normal,comum_prof,especial_exclusiva,especial_exclusiva_creche,especial_exclusiva_pre,especial_exclusiva_fund_ai,especial_exclusiva_fund_af,especial_exclusiva_medio_medio,especial_exclusiva_medio_integr,especial_exclusiva_medio_normal,especial_exclusiva_prof,especial_exclusiva_eja_fund,especial_exclusiva_eja_medio,eja,comum_eja_fund,comum_eja_medio,comum_eja_prof,fundamental_ciclos,tipo_localizacao_diferenciada,material_esp_nao_utiliza,material_esp_quilombola,material_ped_indigena,educacao_indigena,id_lingua_indigena
2020,BA,2907301,municipal,29400250,00021,1,2020-03-02,2020-12-20,1,,,,,,,,,1,1,,0,0,0,,,,0,1,1,1,0,0,0,0,1,,,0,1,0,0,1,0,0,0,0,,1,1,1,0,0,1,1,0,1,1,0,0,,,,0,1,,1,1,0,1,1,0,1,1,,,0,,0,15,,1,2,,,1,4,1,1,,,1,,1,3,1,2,,,,,,1,1,,1,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,1,0,
2020,BA,2918407,municipal,29401610,00010,1,2020-02-11,2020-12-16,1,,,,,,,,,1,1,,0,0,0,,,,0,0,1,1,0,0,0,0,1,,,0,1,0,0,1,0,0,0,0,,1,1,1,0,1,1,0,1,1,0,0,0,,,,0,1,,0,0,0,0,1,0,0,0,,,0,,0,6,,0,0,,,0,0,0,0,,,1,,1,2,1,3,,,,,,1,1,,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,
2020,BA,2932002,privada,29401910,00010,1,2020-03-09,2020-12-30,1,4,0,,0,0,0,0,1,1,1,,0,0,0,,,,0,0,1,1,0,0,0,0,1,,,0,0,1,0,1,0,0,0,0,,1,1,0,0,0,0,0,0,1,0,0,0,,,,1,0,,1,1,0,1,0,0,0,0,,,0,,0,1,,1,1,,,1,1,0,1,,,1,,1,1,1,1,,,,,,1,1,,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,
2020,BA,2918407,privada,29402060,00010,1,2020-02-10,2020-12-21,1,1,0,,1,0,0,0,0,1,1,,0,0,0,,,,0,0,1,1,0,0,0,0,1,,,0,1,0,0,1,0,0,9,0,,1,0,0,0,0,0,0,0,1,1,1,1,,,,1,0,,1,1,0,0,1,0,1,1,,,0,,0,4,,1,1,,,1,1,1,1,,,1,,1,1,1,1,,,,,,1,1,,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,
2020,BA,2918407,municipal,29402120,00010,1,2020-02-11,2020-12-16,1,,,,,,,,,1,1,,0,0,0,,,,0,0,1,1,0,0,0,0,1,,,0,1,0,0,1,0,0,0,0,,0,0,0,0,0,0,0,0,1,0,0,0,,,,1,0,,1,0,1,1,1,0,1,0,,,0,,0,2,,1,1,,,0,0,0,0,,,0,,0,0,1,1,,,,,,0,,,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,
2020,BA,2930105,federal,29403340,,1,2020-02-06,2020-12-21,2,,,,,,,,,1,1,,0,0,0,,,,0,0,1,1,0,0,0,0,1,,,0,0,1,0,1,0,0,0,0,,1,1,1,1,1,1,1,1,1,1,0,0,,,,0,1,,1,1,1,1,1,1,0,1,,,1,,0,30,,1,25,,,1,18,1,1,,,1,,1,16,1,88888,,,,,,1,1,,1,1,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,
2020,BA,2909307,municipal,29403987,00023,1,2020-02-28,2020-12-17,1,,,,,,,,,1,1,,0,0,0,,,,0,0,1,1,0,0,0,0,1,,,0,0,1,0,1,0,0,0,0,,1,1,1,0,1,1,1,0,1,1,0,1,,,,1,1,,1,1,0,1,0,0,1,0,,,0,,0,7,,1,2,,,1,2,1,1,,,1,,0,0,0,0,,,,,,1,1,,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,,,0,0,
2020,BA,2927408,privada,29404843,00026,1,2020-02-04,2020-12-28,1,1,0,,1,0,0,0,0,1,1,,0,0,0,,,,0,0,1,1,0,0,0,0,1,,,0,1,0,0,1,0,0,0,0,,1,1,0,0,0,0,0,0,1,1,1,0,,,,0,0,,1,1,0,0,1,0,1,1,,,0,,0,5,,1,2,,,1,2,0,1,,,1,,1,2,1,1,,,,,,1,1,,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,
2020,BA,2917805,municipal,29405033,00006,1,2020-02-10,2020-12-16,2,,,,,,,,,1,1,,0,0,0,,,,0,0,1,1,0,0,0,0,1,,,0,0,1,0,1,0,0,0,0,,1,1,0,0,0,0,0,0,1,1,0,0,,,,0,1,,1,0,0,1,0,0,1,0,,,0,,0,4,,1,1,,,0,0,0,1,,,1,,1,1,1,1,,,,,,1,0,,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,
2020,BA,2914901,municipal,29405718,00005,1,2020-02-17,2020-12-14,2,,,,,,,,,1,,,0,,0,,,,1,0,1,0,0,1,0,0,0,,,1,0,0,1,0,1,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,0,,0,0,0,0,0,0,0,0,,,0,,1,1,,0,0,,,0,0,0,0,,,0,,0,0,0,0,,,,,,0,,,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,
2020,BA,2907202,municipal,29405750,00010,1,2021-09-21,2021-02-25,1,,,,,,,,,1,,,0,,0,,,,1,0,1,1,0,0,1,0,1,,,0,1,0,0,1,0,0,0,0,,1,0,0,0,1,0,0,0,1,0,0,0,,,,0,0,,0,0,0,0,0,0,0,0,,,0,,0,7,,1,1,,,1,1,0,1,,,1,,1,1,0,0,,,,,,0,,,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,
2020,BA,2900702,privada,29405807,00018,1,2020-02-03,2020-12-16,1,1,0,,1,0,0,0,0,1,1,,0,0,0,,,,0,0,1,1,1,0,0,0,1,,,0,1,0,0,1,0,0,0,0,,1,1,1,0,0,0,0,0,0,1,1,1,,,,1,0,,1,1,0,1,1,0,1,0,,,0,,0,22,,1,9,,,1,4,0,1,,,1,,1,1,1,2,,,,,,1,1,,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,
2020,BA,2931608,municipal,29406412,00006,1,2020-02-10,2020-12-10,1,,,,,,,,,1,1,,0,0,0,,,,0,0,1,1,0,0,0,0,1,,,0,1,0,0,1,0,0,0,0,,1,1,0,0,0,0,0,0,1,1,0,0,,,,0,0,,1,0,1,1,0,0,0,0,,,0,,0,6,,1,2,,,1,1,0,0,,,0,,1,1,1,1,,,,,,1,0,,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,,,0,0,
2020,BA,2926509,municipal,29407770,00017,1,2020-02-18,2020-12-17,2,,,,,,,,,1,1,,0,0,0,,,,0,0,1,0,1,0,0,0,1,,,0,0,1,0,0,1,0,0,0,,0,0,0,0,0,0,0,0,1,0,0,0,,,,0,0,,0,0,0,0,0,0,0,0,,,0,,0,1,,1,1,,,1,1,0,0,,,1,,1,1,0,0,,,,,,0,,,1,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,
2020,BA,2924900,municipal,29408083,00009,1,2020-03-02,2020-12-08,2,,,,,,,,,1,1,,0,0,0,,,,0,0,0,1,0,0,0,0,1,,,0,0,1,0,1,0,0,0,0,,1,1,0,0,0,0,0,0,1,1,0,0,,,,0,0,,1,0,0,1,0,0,1,0,,,0,,0,4,,1,1,,,1,1,0,0,,,1,,1,2,1,1,,,,,,1,1,,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,
2020,BA,2925105,municipal,29409381,00020,1,2020-02-13,2020-12-14,1,,,,,,,,,1,1,,0,0,0,,,,0,0,1,1,0,0,0,0,1,,,0,1,0,0,1,0,0,0,0,,0,1,1,0,0,1,1,0,1,0,0,0,,,,0,1,,1,1,0,0,0,0,1,1,,,0,,0,10,,1,2,,,1,1,0,0,,,1,,1,6,1,2,,,,,,1,1,,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,,,0,0,
2020,BA,2923605,municipal,29409870,00012,1,2020-01-01,2020-12-31,1,,,,,,,,,1,1,,0,0,0,,,,0,0,0,1,0,0,0,0,1,,,0,1,0,0,1,0,0,0,0,,1,1,1,0,0,0,0,0,1,1,1,0,,,,0,1,,1,0,0,1,1,0,0,1,,,1,,0,15,,1,1,,,1,1,0,1,,,1,,1,1,1,1,,,,,,1,1,,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,,,0,0,
2020,BA,2921054,municipal,29410509,00002,1,2020-02-06,2020-12-07,1,,,,,,,,,2,3,,0,0,0,,,,0,0,1,1,0,0,0,0,1,,,0,0,1,0,1,0,0,0,0,,0,1,1,0,0,0,0,0,1,0,0,0,,,,1,1,,1,0,0,1,1,0,0,0,,,0,,0,6,,1,1,,,1,1,0,0,,,1,,1,6,1,1,,,,,,1,1,,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,
2020,BA,2904902,privada,29410649,00021,1,2020-02-03,2020-12-04,1,4,0,,0,0,0,0,1,1,1,,0,0,0,,,,0,0,1,1,0,0,0,0,1,,,0,1,0,0,1,0,0,9,0,,1,1,0,0,0,0,0,0,1,1,0,1,,,,0,0,,1,1,0,0,1,0,0,1,,,0,,0,8,,0,0,,,0,0,0,1,,,0,,0,0,1,1,,,,,,1,1,,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,
2020,BA,2904902,municipal,29410746,00021,1,2020-02-11,2020-12-15,2,,,,,,,,,1,1,,0,0,0,,,,0,0,1,1,0,0,0,0,1,,,0,0,1,0,0,1,0,0,0,,1,0,0,0,0,0,0,0,1,0,0,0,,,,0,0,,0,0,0,0,0,0,0,0,,,0,,0,2,,1,1,,,0,0,0,0,,,1,,0,0,0,0,,,,,,1,1,,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,
2020,BA,2928604,municipal,29410916,00021,1,2020-02-10,2020-12-09,1,,,,,,,,,1,3,,0,0,0,,,,0,0,1,1,0,0,0,0,1,,,0,1,0,0,1,0,0,0,0,,1,1,0,0,1,0,0,0,1,0,0,0,,,,0,1,,1,0,1,0,0,0,1,1,,,0,,0,9,,1,1,,,0,0,0,1,,,0,,1,2,1,1,,,,,,1,1,,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,,0,0,
2020,BA,2913457,municipal,29412331,00006,1,2020-02-03,2020-11-30,1,,,,,,,,,1,1,,0,0,0,,,,0,0,1,1,0,0,0,0,1,,,0,1,0,0,1,0,0,0,0,,1,0,0,0,0,0,0,0,1,0,0,0,,,,1,0,,0,1,0,1,1,0,1,0,,,0,,0,3,,0,0,,,1,2,0,0,,,0,,0,0,0,0,,,,,,1,1,,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,
2020,BA,2907905,municipal,29412714,00017,1,2020-03-02,2020-12-17,1,,,,,,,,,1,1,,0,0,0,,,,0,0,1,1,0,0,0,0,1,,,0,0,1,0,1,0,0,0,0,,1,0,0,0,0,0,0,0,1,1,0,0,,,,0,0,,1,0,0,1,1,0,0,1,,,0,,0,4,,1,1,,,0,0,0,1,,,1,,1,1,1,1,,,,,,1,1,,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,
2020,BA,2901601,municipal,29412757,00017,1,2020-02-10,2020-12-04,2,,,,,,,,,1,2,,0,0,0,,,,1,0,1,1,0,0,0,0,1,,,0,1,0,0,1,0,0,0,0,,0,0,0,0,0,0,0,0,1,0,0,1,,,,0,0,,0,1,0,0,0,0,1,1,,,1,,0,3,,1,1,,,1,1,0,0,,,0,,0,0,0,0,,,,,,1,1,,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,
2020,BA,2901601,municipal,29412781,00017,1,2020-02-10,2020-12-08,2,,,,,,,,,1,1,,0,0,0,,,,0,0,1,0,1,0,0,0,1,,,0,1,0,0,1,0,0,0,0,,1,1,0,0,0,0,0,0,1,1,0,0,,,,0,0,,0,1,1,1,1,0,1,1,,,1,,0,2,,1,1,,,1,1,1,0,,,0,,1,1,0,0,,,,,,0,,,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,
2020,BA,2915403,municipal,29413079,00005,1,2020-03-02,2020-12-14,2,,,,,,,,,2,1,,0,0,0,,,,0,0,1,0,0,0,1,0,1,,,0,0,1,0,0,1,0,0,0,,0,0,0,0,0,0,0,0,1,0,0,0,,,,0,0,,0,0,0,0,0,0,0,0,,,0,,0,2,,0,0,,,0,0,1,0,,,0,,0,0,0,0,,,,,,0,,,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,,,0,1,
2020,BA,2920106,privada,29414644,00015,1,2020-02-06,2020-12-16,1,4,1,1,0,1,0,0,0,1,1,,0,1,0,,,,0,0,1,1,0,1,0,0,1,,,0,1,0,0,1,0,0,1,0,,1,0,0,0,0,0,0,0,1,0,0,1,,,,1,0,,0,1,1,1,1,0,1,1,,,0,,0,5,,1,4,,,1,1,0,0,,,1,,1,1,1,1,,,,,,1,1,,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,
2020,BA,2931350,municipal,29414822,00007,1,2020-01-31,2020-12-14,1,,,,,,,,,1,2,,0,0,0,,,,0,0,1,1,0,0,0,0,1,,,0,1,0,0,1,0,0,0,0,,0,0,0,0,0,0,0,0,1,0,0,0,,,,0,0,,1,0,1,0,1,0,1,1,,,1,,0,5,,1,1,,,1,1,0,1,,,0,,0,0,0,0,,,,,,1,1,,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,
2020,BA,2919207,municipal,29414881,00026,1,2020-02-17,2020-12-16,1,,,,,,,,,1,1,,0,0,0,,,,0,0,1,1,0,0,0,0,1,,,0,0,1,0,1,0,0,0,0,,1,1,0,0,1,1,0,1,1,1,0,0,,,,0,0,,1,0,0,1,0,0,1,0,,,0,,0,10,,0,0,,,0,0,0,1,,,1,,0,0,1,1,,,,,,1,1,,1,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,,,0,0,
2020,BA,2916104,municipal,29415500,00026,1,2020-01-13,2020-12-16,1,,,,,,,,,1,1,,0,0,0,,,,0,0,1,1,0,0,0,0,1,,,0,1,0,0,1,0,0,0,0,,1,0,0,0,1,0,0,0,1,0,0,0,,,,0,1,,1,1,0,1,0,0,1,1,,,1,,0,10,,1,1,,,1,1,0,1,,,1,,1,4,1,1,,,,,,1,1,,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,,0,0,
2020,BA,2905909,municipal,29415772,00010,1,2021-09-21,2021-05-11,2,,,,,,,,,0,1,,0,0,0,,,,0,0,1,0,0,1,0,0,1,,,0,0,1,0,0,1,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,0,,0,0,0,0,0,0,0,0,,,0,,0,1,,0,0,,,0,0,0,0,,,0,,0,0,0,0,,,,,,1,1,,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,
2020,BA,2900702,estadual,29417163,00018,1,2020-02-10,2020-12-14,1,,,,,,,,,1,1,,0,0,0,,,,0,0,1,1,0,0,0,0,1,,,0,1,0,0,1,0,0,0,0,,0,1,1,1,1,1,0,1,1,1,1,0,,,,0,1,,1,0,1,0,1,0,0,0,,,0,,0,13,,1,10,,,1,13,1,1,,,1,,1,4,0,0,,,,,,1,1,,1,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,
2020,BA,2922300,estadual,29417287,00021,1,2020-02-10,2020-12-14,2,,,,,,,,,1,1,,0,0,0,,,,0,0,1,1,0,0,0,0,1,,,0,1,0,0,0,0,1,0,0,,0,1,1,1,0,1,0,1,1,1,0,0,,,,0,1,,1,0,0,0,1,0,0,0,,,0,,0,6,,1,7,,,1,2,1,0,,,1,,1,2,0,0,,,,,,1,1,,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,
