ano,sigla_uf,id_municipio,rede,id_escola,id_orgao_regional,tipo_situacao_funcionamento,data_ano_letivo_inicio,data_ano_letivo_termino,tipo_localizacao,tipo_categoria_escola_privada,conveniada_poder_publico,tipo_convenio_poder_publico,mantenedora_escola_privada_emp,mantenedora_escola_privada_ong,mantenedora_escola_privada_sind,mantenedora_escola_privada_sist_s,mantenedora_escola_privada_s_fins,tipo_regulamentacao,local_func_predio_escolar,local_func_salas_empresa,local_func_socioeducativo,local_func_predio_compartilhado,local_func_unid_prisional,local_func_templo_igreja,local_func_casa_professor,tipo_ocupacao_galpao,local_func_outros,local_func_salas_outra_esc,agua_potavel,agua_rede_publica,agua_poco_artesiano,agua_cacimba,agua_fonte_rio,agua_inexistente,energia_rede_publica,energia_gerador,energia_outros,energia_inexistente,esgoto_rede_publica,esgoto_fossa,esgoto_inexistente,lixo_servico_coleta,lixo_queima,lixo_descarta_outra_area,tratamento_lixo_reciclagem,lixo_enterra,lixo_outros,sala_diretoria,sala_professor,laboratorio_informatica,laboratorio_ciencias,sala_atendimento_especial,quadra_esportes,quadra_esportes_coberta,quadra_esportes_descoberta,cozinha,biblioteca,sala_leitura,parque_infantil,bercario,banheiro_fora_predio,banheiro_dentro_predio,banheiro_ei,banheiro_pne,dependencias_pne,secretaria,banheiro_chuveiro,refeitorio,despensa,almoxarifado,auditorio,patio_coberto,patio_descoberto,alojamento_aluno,alojamento_professor,area_verde,lavanderia,dependencias_outras,quantidade_salas_utilizadas,quantidade_salas_existentes,equipamento_tv,quantidade_equipamento_tv,equipamento_videocassete,quantidade_equipamento_videocassete,equipamento_dvd,quantidade_equipamento_dvd,equipamento_parabolica,equipamento_copiadora,quantidade_equipamento_copiadora,equipamento_retroprojetor,equipamento_impressora,quantidade_equipamento_impressora,equipamento_som,quantidade_equipamento_som,equipamento_multimidia,quantidade_equipamento_multimidia,equipamento_fax,equipamento_foto,quantidade_computador,quantidade_comp_administrativo,quantidade_comp_aluno,internet,banda_larga,quantidade_funcionarios,alimentacao,tipo_atendimento_educacional_especial,tipo_atividade_complementar,regular,comum_creche,comum_pre,comum_fund_ai,comum_fund_af,comum_medio_medio,comum_medio_integrado,comum_medio_normal,comum_prof,especial_exclusiva,especial_exclusiva_creche,especial_exclusiva_pre,especial_exclusiva_fund_ai,especial_exclusiva_fund_af,especial_exclusiva_medio_medio,especial_exclusiva_medio_integr,especial_exclusiva_medio_normal,especial_exclusiva_prof,especial_exclusiva_eja_fund,especial_exclusiva_eja_medio,eja,comum_eja_fund,comum_eja_medio,comum_eja_prof,fundamental_ciclos,tipo_localizacao_diferenciada,material_esp_nao_utiliza,material_esp_quilombola,material_ped_indigena,educacao_indigena,id_lingua_indigena
2017,MG,3157278,municipal,31069728,00010,1,2017-02-06,2017-12-14,1,,,,,,,,,1,1,0,0,1,0,0,0,,0,0,,1,0,0,0,0,1,0,0,0,1,0,0,,0,,,0,0,1,1,0,0,0,1,0,1,1,1,0,0,0,0,1,0,1,1,1,0,1,1,0,0,1,1,0,0,1,0,0,,,1,,1,,1,,1,1,,1,1,,0,,1,,0,0,,,,1,1,,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,,0,
2017,MG,3144805,privada,31249548,00002,1,2017-08-02,2017-06-17,1,1,0,,1,0,0,0,0,1,1,0,0,0,0,0,0,,0,0,,1,0,0,0,0,1,0,0,0,1,0,0,,0,,,0,0,1,1,1,1,0,1,1,1,1,1,0,1,0,1,1,1,1,1,1,1,1,0,1,1,1,1,0,0,0,0,0,,,1,,1,,1,,0,1,,1,1,,1,,1,,1,1,,,,1,1,,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,,0,
2017,MG,3126109,privada,31285781,00017,1,2017-02-06,2017-12-19,1,4,1,1,0,0,0,0,1,1,,0,0,,0,0,0,,1,0,,1,0,0,0,0,1,0,0,0,1,0,0,,0,,,0,0,1,0,1,0,0,0,0,0,1,0,1,0,1,1,1,1,0,1,1,1,1,1,0,0,1,1,0,0,0,1,0,,,1,,0,,1,,1,1,,0,1,,0,,1,,0,1,,,,1,1,,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,,0,
2017,MG,3136702,privada,31362816,00010,1,2017-02-15,2017-12-31,1,1,0,,1,0,0,0,0,1,2,0,0,0,0,0,0,,0,0,,1,0,0,0,0,1,0,0,0,1,0,0,,0,,,0,0,1,1,1,0,0,0,0,0,1,0,1,1,1,0,1,1,0,1,1,1,1,0,1,0,1,1,0,0,1,1,0,,,1,,0,,1,,1,1,,0,1,,1,,0,,0,1,,,,1,1,,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,1,0,,0,
2017,MG,3143302,municipal,31227579,00012,1,2017-02-13,2017-12-19,1,,,,,,,,,1,1,0,0,0,0,0,0,,0,0,,1,0,0,0,0,1,0,0,0,1,0,0,,0,,,0,0,1,1,1,0,1,1,1,0,1,1,0,0,0,0,1,0,0,1,1,1,1,1,1,0,1,1,0,0,1,0,0,,,1,,0,,1,,1,1,,1,1,,1,,1,,0,1,,,,1,1,,1,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,,0,
2017,MG,3143401,municipal,31350192,00037,1,2017-02-06,2017-12-18,1,,,,,,,,,1,1,0,0,0,0,0,0,,0,0,,1,0,0,0,0,1,0,0,0,1,0,0,,0,,,0,0,1,1,0,0,0,1,1,1,1,0,1,1,0,0,1,1,0,0,1,1,1,1,1,0,0,1,0,0,0,0,0,,,1,,0,,1,,0,1,,0,1,,1,,1,,0,1,,,,1,1,,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,,0,
2017,MG,3122306,privada,31041262,00006,1,2017-02-02,2017-12-07,1,1,0,,1,0,0,0,0,1,2,0,0,0,0,0,0,,0,0,,1,0,0,0,0,1,0,0,0,1,0,0,,0,,,0,0,1,1,1,1,0,1,1,0,1,1,0,1,0,0,1,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,,,1,,0,,1,,0,1,,1,1,,1,,1,,1,1,,,,1,1,,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,,0,
2017,MG,3144805,privada,31255190,00002,1,2017-02-01,2017-12-13,1,1,0,,0,0,0,0,1,1,1,0,0,0,0,0,0,,0,0,,0,1,0,0,0,1,0,0,0,1,0,0,,0,,,0,0,1,1,0,1,0,1,1,0,0,1,0,1,0,1,1,1,1,0,1,1,0,1,1,0,0,1,0,0,1,0,0,,,0,,0,,0,,0,0,,1,0,,1,,1,,0,1,,,,1,1,,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,,0,
2017,MG,3107505,municipal,31223948,00010,1,2017-02-01,2017-12-13,2,,,,,,,,,1,1,0,0,1,0,0,0,,0,0,,1,0,0,0,0,1,0,0,0,1,0,0,,0,,,0,0,1,1,1,0,0,0,0,0,1,1,0,0,0,0,1,0,0,1,1,1,1,0,0,0,0,1,0,0,0,0,0,,,1,,1,,1,,1,1,,1,1,,1,,1,,0,1,,,,1,1,,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,,0,
2017,MG,3140001,privada,31257192,00015,1,2017-02-06,2017-12-19,1,1,1,3,0,0,1,0,0,1,3,0,0,0,0,0,0,,0,0,,1,0,0,0,0,1,0,0,0,1,0,0,,0,,,0,0,1,1,1,0,1,0,0,0,1,0,0,0,0,0,1,0,1,1,1,1,1,1,1,0,1,1,0,0,1,1,0,,,1,,0,,1,,0,1,,1,1,,1,,1,,0,1,,,,1,1,,1,0,1,1,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,,0,
2017,MG,3106200,privada,31296627,00001,1,2017-02-01,2017-12-14,1,1,0,,1,0,0,0,0,1,2,0,0,0,0,0,0,,0,0,,1,0,0,0,0,1,0,0,0,1,0,0,,0,,,0,0,1,1,0,0,0,0,0,0,1,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,1,,1,,1,,0,1,,0,1,,1,,0,,0,0,,,,1,1,,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,,0,
2017,MG,3132701,privada,31277240,00024,1,2017-02-01,2017-12-08,1,2,0,,0,0,1,0,0,1,2,0,0,0,0,0,0,,0,0,,1,0,0,0,0,1,0,0,0,1,0,0,,0,,,0,0,1,1,0,0,0,1,0,1,1,1,1,1,0,1,1,0,0,0,1,1,0,0,0,0,0,1,0,0,1,0,0,,,1,,0,,1,,0,0,,1,1,,1,,1,,0,1,,,,1,1,,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,,0,
2017,MG,3115508,municipal,31172065,00042,1,2017-02-06,2017-12-19,1,,,,,,,,,1,1,0,0,0,0,0,0,,0,0,,1,0,0,0,0,1,0,0,0,1,0,0,,0,,,0,0,1,1,1,0,1,1,1,0,1,1,0,0,0,0,1,0,1,1,1,1,1,1,1,0,1,1,0,0,1,0,0,,,1,,0,,1,,1,1,,0,1,,1,,1,,0,1,,,,1,1,,1,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,,0,
2017,MG,3165305,privada,31238295,00003,1,2017-02-06,2017-12-18,1,4,1,2,0,0,0,0,1,1,3,0,0,0,0,0,0,,0,0,,1,0,0,0,0,1,0,0,0,1,0,0,,0,,,0,0,1,1,1,0,1,1,1,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,0,0,0,1,0,,,1,,1,,1,,1,1,,1,1,,1,,1,,1,1,,,,1,1,,1,0,0,1,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,,0,
2017,MG,3127339,municipal,31336955,00044,1,2017-02-13,2017-12-19,2,,,,,,,,,2,2,0,0,0,0,0,0,,0,0,,1,0,0,0,0,1,0,0,0,0,1,0,,0,,,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,,,1,,0,,1,,0,0,,0,1,,1,,0,,0,0,,,,0,0,,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,,0,
2017,MG,3171204,municipal,31321028,00041,1,2017-02-03,2017-12-14,1,,,,,,,,,1,1,0,0,0,0,0,0,,0,0,,1,0,0,0,0,1,0,0,0,1,0,0,,0,,,0,0,1,1,1,0,0,1,1,0,1,1,0,0,0,0,1,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,,,1,,0,,1,,1,0,,1,1,,1,,1,,0,0,,,,1,1,,1,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,,0,
2017,MG,3162500,estadual,31338885,00021,1,2017-02-06,2017-12-26,2,,,,,,,,,1,,0,0,,1,0,0,,0,0,,0,1,0,0,0,1,0,0,0,0,1,0,,0,,,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,1,,0,,1,,0,1,,1,1,,1,,0,,0,0,,,,1,1,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,,0,1,0,,0,
2017,MG,3167103,estadual,31024988,00005,1,2017-02-06,2017-12-31,1,,,,,,,,,1,1,0,0,0,0,0,0,,0,0,,0,1,0,0,0,1,0,0,0,0,1,0,,0,,,0,0,1,1,1,0,0,0,0,0,1,1,0,0,0,0,1,0,1,1,1,0,1,0,0,0,0,1,0,0,1,0,0,,,1,,0,,1,,0,1,,0,1,,1,,0,,0,1,,,,1,0,,1,0,1,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,,0,
2017,MG,3106200,municipal,31003506,00041,1,2017-02-02,2017-12-16,1,,,,,,,,,1,1,0,0,0,0,0,0,,0,0,,1,0,0,0,0,1,0,0,0,1,0,0,,0,,,0,0,1,1,1,1,0,1,1,0,1,1,0,1,0,0,1,0,0,1,1,1,0,1,1,0,0,0,0,0,0,0,0,,,1,,1,,1,,0,1,,1,1,,1,,1,,1,1,,,,1,1,,1,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,1,0,,0,
2014,MG,3106705,estadual,31007765,00001,1,,2014-12-17,1,,,,0,0,0,0,0,1,1,0,0,0,,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,1,0,0,0,,0,0,1,1,0,0,0,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,6,6,,3,,0,,1,,,2,,,4,,1,,1,,,7,3,4,1,1,43,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,,0,1,0,0,0,
2014,MG,3117801,municipal,31054844,00008,1,2014-01-27,2014-12-15,1,,,,0,0,0,0,0,1,1,0,0,0,,0,0,0,0,1,1,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,1,1,0,1,,0,0,1,1,0,0,0,0,1,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,17,12,,2,,1,,2,,,1,,,3,,5,,0,,,18,4,14,1,0,41,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,
2014,MG,3151404,privada,31279382,00045,1,,2014-12-16,1,1,0,,1,0,0,0,0,1,2,0,0,0,,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,1,1,1,0,,0,1,1,1,0,0,0,0,1,1,0,0,1,1,1,1,1,1,1,0,0,0,0,0,0,12,12,,1,,1,,1,,,1,,,3,,2,,1,,,20,4,16,1,1,40,0,0,0,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,
2014,MG,3118007,privada,31292826,00031,1,,2014-12-15,1,1,0,,1,0,0,0,0,1,1,0,0,0,,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,1,1,0,0,,0,1,1,1,0,1,0,0,1,1,1,1,1,0,1,0,1,1,1,1,0,0,1,0,0,12,12,,1,,0,,1,,,1,,,1,,1,,1,,,7,2,5,1,1,35,0,0,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,
2014,MG,3118304,municipal,31193640,00031,1,,2014-12-17,2,,,,0,0,0,0,0,1,1,0,0,0,,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,,0,1,1,1,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,1,0,0,1,0,0,5,4,,1,,0,,1,,,0,,,0,,1,,0,,,8,,,0,,19,1,0,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,
2014,MG,3152204,municipal,31304654,00044,1,,2014-12-16,1,,,,0,0,0,0,0,1,1,0,0,0,,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,,0,0,1,0,0,0,0,0,1,0,0,0,0,1,1,1,0,0,0,1,0,0,0,0,0,7,7,,2,,0,,2,,,0,,,1,,2,,0,,,0,,,,,19,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,1,0,0,0,
2014,MG,3127701,municipal,31048763,00007,1,,2014-12-10,2,,,,0,0,0,0,0,1,1,0,0,0,,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,,1,,0,,1,,,0,,,0,,0,,0,,,0,,,,,6,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,
2014,MG,3170206,municipal,31341940,00026,1,,2014-12-20,1,,,,0,0,0,0,0,1,0,0,0,,,0,0,0,1,0,1,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,,0,1,1,0,0,0,0,0,1,1,0,0,1,1,1,1,0,0,0,0,0,0,0,1,0,11,6,,2,,0,,1,,,0,,,2,,6,,1,,,3,3,,1,1,87,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,1,0,0,0,
2014,MG,3106705,federal,31000576,00001,1,2015-03-10,2015-01-16,1,,,,0,0,0,0,0,1,1,0,0,0,,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,1,0,0,,0,0,1,1,0,0,0,0,1,0,1,1,1,0,1,0,1,1,0,1,0,0,1,0,0,15,29,,0,,0,,0,,,2,,,2,,0,,8,,,72,14,58,1,1,40,1,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,1,0,0,0,
2014,MG,3148103,privada,31334790,00033,1,,2014-12-20,1,4,1,2,0,0,0,0,1,1,0,0,0,,,0,0,0,1,0,1,0,1,0,0,0,1,0,0,0,1,0,0,1,1,0,0,0,0,1,0,1,0,0,,1,0,1,1,1,1,0,1,1,1,0,0,0,1,1,1,0,0,1,1,0,0,1,1,0,2,5,,1,,2,,1,,,1,,,2,,2,,1,,,14,2,14,1,1,6,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,1,0,0,0,
2014,MG,3172004,privada,31337609,00028,1,2014-01-02,2014-12-31,1,4,1,2,0,1,0,0,1,1,1,0,0,0,,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,4,4,,2,,1,,2,,,0,,,1,,1,,0,,,1,1,,0,,11,1,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,1,0,0,0,
2014,MG,3106200,privada,31273767,00041,1,,2014-12-15,1,1,0,,1,0,0,0,0,1,2,0,0,0,,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,,0,0,1,0,1,1,0,0,1,1,0,0,1,1,0,0,1,0,0,1,0,0,0,1,0,3,4,,1,,1,,1,,,1,,,1,,1,,0,,,1,,,1,1,5,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,1,0,0,0,
2014,MG,3131307,privada,31310018,00030,1,2014-01-29,2014-12-15,1,1,0,,1,0,0,0,0,1,1,0,0,0,,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,1,1,0,0,,1,0,0,1,1,1,0,0,1,1,0,0,1,1,0,0,0,0,1,1,0,0,1,0,0,12,12,,2,,1,,3,,,1,,,3,,3,,3,,,11,2,9,1,1,34,0,0,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,
2014,MG,3117405,municipal,31076244,00011,1,,2014-12-15,2,,,,0,0,0,0,0,1,1,0,0,1,,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,,0,1,1,1,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,7,7,,1,,0,,1,,,0,,,2,,0,,1,,,7,5,7,0,,22,1,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,
2014,MG,3156304,privada,31316725,00028,1,,2014-12-10,1,1,0,,1,0,0,0,0,1,2,0,0,0,,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,1,0,0,,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,8,6,,1,,1,,1,,,1,,,2,,0,,0,,,4,1,4,0,,8,0,0,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,
2014,MG,3109501,municipal,31340456,00019,1,,2014-12-17,1,,,,0,0,0,0,0,1,0,0,0,,,0,0,0,1,0,1,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,1,1,0,0,,0,0,1,1,1,0,0,0,1,1,1,1,1,1,1,1,0,0,0,1,0,0,0,1,0,4,4,,2,,0,,1,,,0,,,1,,2,,0,,,6,1,5,0,,13,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,1,0,0,0,
2014,MG,3126505,municipal,31028070,00043,1,,2014-12-10,2,,,,0,0,0,0,0,1,1,0,0,0,,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,,1,,1,,0,,,0,,,0,,0,,0,,,0,,,,,2,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,1,0,0,0,
2014,MG,3168606,municipal,31156981,00024,1,,2014-12-16,2,,,,0,0,0,0,0,1,1,0,0,0,,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,,1,,0,,1,,,0,,,0,,0,,0,,,0,,,,,2,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,
2014,MG,3149705,municipal,31286338,00006,1,,2014-12-17,1,,,,0,0,0,0,0,1,1,0,0,0,,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,1,0,0,0,,0,0,1,1,0,1,1,0,1,1,0,0,1,1,1,1,1,0,1,1,0,0,0,1,0,8,8,,8,,1,,8,,,1,,,1,,4,,0,,,2,2,,1,1,39,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,1,0,0,0,
2014,MG,3147303,privada,31302864,00008,1,2014-01-27,2014-12-05,1,1,0,,1,0,0,0,0,1,1,0,0,0,,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,1,1,0,1,,0,0,1,1,0,0,0,1,1,0,1,1,1,1,1,0,1,0,1,1,0,0,0,0,0,11,11,,2,,0,,2,,,1,,,5,,2,,2,,,5,2,3,1,1,30,0,0,0,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,
2014,MG,3167202,privada,31145726,00023,1,,2014-12-15,1,1,1,3,1,0,0,0,1,1,1,0,0,0,,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,1,0,1,0,,0,1,1,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,11,11,,1,,1,,1,,,1,,,3,,1,,1,,,11,8,3,1,1,59,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,
2014,MG,3170206,municipal,31341991,00026,1,,2014-12-20,1,,,,0,0,0,0,0,1,1,0,0,0,,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,,0,0,1,0,0,0,0,0,1,0,0,0,1,1,1,1,0,0,0,0,0,0,0,1,0,7,7,,0,,0,,0,,,0,,,1,,2,,0,,,1,1,,1,1,48,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,1,0,0,0,
2014,MG,3140001,privada,31299952,00015,1,,2014-12-16,1,1,0,,1,0,0,0,0,1,1,0,0,0,,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,1,0,0,0,,0,0,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,,1,,0,,1,,,1,,,0,,1,,0,,,1,1,,1,1,7,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,1,0,0,0,
2014,MG,3106200,municipal,31217883,00002,1,,2014-12-20,1,,,,0,0,0,0,0,1,1,0,0,0,,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,1,1,1,0,,1,0,1,1,1,0,0,0,1,0,1,1,1,0,1,0,1,0,0,0,0,0,0,0,0,21,22,,1,,1,,1,,,1,,,1,,1,,1,,,26,12,14,1,1,88,1,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,
2014,MG,3138351,municipal,31024546,00005,1,,2014-12-17,2,,,,0,0,0,0,0,1,1,0,0,0,,0,0,0,1,0,1,1,0,0,0,0,1,0,0,0,1,0,0,1,1,0,0,0,0,1,0,1,0,0,,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,10,4,,1,,1,,1,,,2,,,1,,1,,0,,,10,1,9,1,0,20,1,0,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,
2014,MG,3148103,privada,31350303,00033,1,,2014-12-14,1,1,0,,1,0,0,0,0,1,2,0,0,0,,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,1,1,0,1,,0,0,1,1,1,1,1,1,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,4,5,,1,,1,,1,,,0,,,0,,1,,0,,,4,1,3,1,0,6,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,1,0,0,0,
2014,MG,3162104,privada,31326330,00018,1,,2014-12-17,1,1,0,,1,0,0,0,0,0,2,0,0,0,,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,1,0,0,0,,0,1,1,1,1,1,1,0,1,1,0,0,1,1,1,0,0,0,1,1,0,0,1,0,0,4,4,,2,,1,,2,,,1,,,2,,2,,0,,,2,1,1,1,0,9,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,1,0,0,0,
